"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C02172V02618","Taxation Class","C03396V04087","Colour","UNIT","VALUE"
"TEA26","New and Secondhand Vehicles","2016","2016","021","Secondhand Private Cars","18","Other","Number","0"
"TEA26","New and Secondhand Vehicles","2016","2016","022","Secondhand Goods Vehicles","-","All colours","Number","10925"
"TEA26","New and Secondhand Vehicles","2016","2016","022","Secondhand Goods Vehicles","01","Black","Number","850"
"TEA26","New and Secondhand Vehicles","2016","2016","022","Secondhand Goods Vehicles","02","Grey","Number","489"
"TEA26","New and Secondhand Vehicles","2016","2016","022","Secondhand Goods Vehicles","03","White","Number","6698"
"TEA26","New and Secondhand Vehicles","2016","2016","022","Secondhand Goods Vehicles","04","Beige","Number","9"
"TEA26","New and Secondhand Vehicles","2016","2016","022","Secondhand Goods Vehicles","05","Brown","Number","12"
"TEA26","New and Secondhand Vehicles","2016","2016","022","Secondhand Goods Vehicles","06","Orange","Number","46"
"TEA26","New and Secondhand Vehicles","2016","2016","022","Secondhand Goods Vehicles","07","Yellow","Number","143"
"TEA26","New and Secondhand Vehicles","2016","2016","022","Secondhand Goods Vehicles","08","Green","Number","156"
"TEA26","New and Secondhand Vehicles","2016","2016","022","Secondhand Goods Vehicles","09","Blue","Number","724"
"TEA26","New and Secondhand Vehicles","2016","2016","022","Secondhand Goods Vehicles","10","Purple","Number","12"
"TEA26","New and Secondhand Vehicles","2016","2016","022","Secondhand Goods Vehicles","11","Pink","Number","4"
"TEA26","New and Secondhand Vehicles","2016","2016","022","Secondhand Goods Vehicles","12","Red","Number","516"
"TEA26","New and Secondhand Vehicles","2016","2016","022","Secondhand Goods Vehicles","13","Bronze","Number","4"
"TEA26","New and Secondhand Vehicles","2016","2016","022","Secondhand Goods Vehicles","14","Gold","Number","8"
"TEA26","New and Secondhand Vehicles","2016","2016","022","Secondhand Goods Vehicles","15","Silver","Number","1077"
"TEA26","New and Secondhand Vehicles","2016","2016","022","Secondhand Goods Vehicles","16","Navy","Number","2"
"TEA26","New and Secondhand Vehicles","2016","2016","022","Secondhand Goods Vehicles","17","Multi-coloured","Number","175"
"TEA26","New and Secondhand Vehicles","2016","2016","022","Secondhand Goods Vehicles","18","Other","Number","0"
"TEA26","New and Secondhand Vehicles","2016","2016","023","Secondhand Tractors","-","All colours","Number","1908"
"TEA26","New and Secondhand Vehicles","2016","2016","023","Secondhand Tractors","01","Black","Number","6"
"TEA26","New and Secondhand Vehicles","2016","2016","023","Secondhand Tractors","02","Grey","Number","1"
"TEA26","New and Secondhand Vehicles","2016","2016","023","Secondhand Tractors","03","White","Number","16"
"TEA26","New and Secondhand Vehicles","2016","2016","023","Secondhand Tractors","04","Beige","Number","0"
"TEA26","New and Secondhand Vehicles","2016","2016","023","Secondhand Tractors","05","Brown","Number","31"
"TEA26","New and Secondhand Vehicles","2016","2016","023","Secondhand Tractors","06","Orange","Number","36"
"TEA26","New and Secondhand Vehicles","2016","2016","023","Secondhand Tractors","07","Yellow","Number","44"
"TEA26","New and Secondhand Vehicles","2016","2016","023","Secondhand Tractors","08","Green","Number","337"
"TEA26","New and Secondhand Vehicles","2016","2016","023","Secondhand Tractors","09","Blue","Number","700"
"TEA26","New and Secondhand Vehicles","2016","2016","023","Secondhand Tractors","10","Purple","Number","0"
"TEA26","New and Secondhand Vehicles","2016","2016","023","Secondhand Tractors","11","Pink","Number","0"
"TEA26","New and Secondhand Vehicles","2016","2016","023","Secondhand Tractors","12","Red","Number","646"
"TEA26","New and Secondhand Vehicles","2016","2016","023","Secondhand Tractors","13","Bronze","Number","0"
"TEA26","New and Secondhand Vehicles","2016","2016","023","Secondhand Tractors","14","Gold","Number","1"
"TEA26","New and Secondhand Vehicles","2016","2016","023","Secondhand Tractors","15","Silver","Number","12"
"TEA26","New and Secondhand Vehicles","2016","2016","023","Secondhand Tractors","16","Navy","Number","0"
"TEA26","New and Secondhand Vehicles","2016","2016","023","Secondhand Tractors","17","Multi-coloured","Number","78"
"TEA26","New and Secondhand Vehicles","2016","2016","023","Secondhand Tractors","18","Other","Number","0"
"TEA26","New and Secondhand Vehicles","2016","2016","024","Secondhand Other Vehicles","-","All colours","Number","4428"
"TEA26","New and Secondhand Vehicles","2016","2016","024","Secondhand Other Vehicles","01","Black","Number","415"
"TEA26","New and Secondhand Vehicles","2016","2016","024","Secondhand Other Vehicles","02","Grey","Number","366"
"TEA26","New and Secondhand Vehicles","2016","2016","024","Secondhand Other Vehicles","03","White","Number","1173"
"TEA26","New and Secondhand Vehicles","2016","2016","024","Secondhand Other Vehicles","04","Beige","Number","51"
"TEA26","New and Secondhand Vehicles","2016","2016","024","Secondhand Other Vehicles","05","Brown","Number","51"
"TEA26","New and Secondhand Vehicles","2016","2016","024","Secondhand Other Vehicles","06","Orange","Number","39"
"TEA26","New and Secondhand Vehicles","2016","2016","024","Secondhand Other Vehicles","07","Yellow","Number","316"
"TEA26","New and Secondhand Vehicles","2016","2016","024","Secondhand Other Vehicles","08","Green","Number","221"
"TEA26","New and Secondhand Vehicles","2016","2016","024","Secondhand Other Vehicles","09","Blue","Number","567"
"TEA26","New and Secondhand Vehicles","2016","2016","024","Secondhand Other Vehicles","10","Purple","Number","18"
"TEA26","New and Secondhand Vehicles","2016","2016","024","Secondhand Other Vehicles","11","Pink","Number","1"
"TEA26","New and Secondhand Vehicles","2016","2016","024","Secondhand Other Vehicles","12","Red","Number","499"
"TEA26","New and Secondhand Vehicles","2016","2016","024","Secondhand Other Vehicles","13","Bronze","Number","20"
"TEA26","New and Secondhand Vehicles","2016","2016","024","Secondhand Other Vehicles","14","Gold","Number","50"
"TEA26","New and Secondhand Vehicles","2016","2016","024","Secondhand Other Vehicles","15","Silver","Number","500"
"TEA26","New and Secondhand Vehicles","2016","2016","024","Secondhand Other Vehicles","16","Navy","Number","2"
"TEA26","New and Secondhand Vehicles","2016","2016","024","Secondhand Other Vehicles","17","Multi-coloured","Number","137"
"TEA26","New and Secondhand Vehicles","2016","2016","024","Secondhand Other Vehicles","18","Other","Number","2"
"TEA26","New and Secondhand Vehicles","2016","2016","025","Secondhand Motor Cycles","-","All colours","Number","2204"
"TEA26","New and Secondhand Vehicles","2016","2016","025","Secondhand Motor Cycles","01","Black","Number","555"
"TEA26","New and Secondhand Vehicles","2016","2016","025","Secondhand Motor Cycles","02","Grey","Number","128"
"TEA26","New and Secondhand Vehicles","2016","2016","025","Secondhand Motor Cycles","03","White","Number","219"
"TEA26","New and Secondhand Vehicles","2016","2016","025","Secondhand Motor Cycles","04","Beige","Number","8"
"TEA26","New and Secondhand Vehicles","2016","2016","025","Secondhand Motor Cycles","05","Brown","Number","6"
"TEA26","New and Secondhand Vehicles","2016","2016","025","Secondhand Motor Cycles","06","Orange","Number","67"
"TEA26","New and Secondhand Vehicles","2016","2016","025","Secondhand Motor Cycles","07","Yellow","Number","48"
"TEA26","New and Secondhand Vehicles","2016","2016","025","Secondhand Motor Cycles","08","Green","Number","106"
"TEA26","New and Secondhand Vehicles","2016","2016","025","Secondhand Motor Cycles","09","Blue","Number","338"
"TEA26","New and Secondhand Vehicles","2016","2016","025","Secondhand Motor Cycles","10","Purple","Number","9"
"TEA26","New and Secondhand Vehicles","2016","2016","025","Secondhand Motor Cycles","11","Pink","Number","0"
"TEA26","New and Secondhand Vehicles","2016","2016","025","Secondhand Motor Cycles","12","Red","Number","390"
"TEA26","New and Secondhand Vehicles","2016","2016","025","Secondhand Motor Cycles","13","Bronze","Number","3"
"TEA26","New and Secondhand Vehicles","2016","2016","025","Secondhand Motor Cycles","14","Gold","Number","8"
"TEA26","New and Secondhand Vehicles","2016","2016","025","Secondhand Motor Cycles","15","Silver","Number","181"
"TEA26","New and Secondhand Vehicles","2016","2016","025","Secondhand Motor Cycles","16","Navy","Number","0"
"TEA26","New and Secondhand Vehicles","2016","2016","025","Secondhand Motor Cycles","17","Multi-coloured","Number","138"
"TEA26","New and Secondhand Vehicles","2016","2016","025","Secondhand Motor Cycles","18","Other","Number","0"
"TEA26","New and Secondhand Vehicles","2016","2016","03","All Private Cars","-","All colours","Number","212069"
"TEA26","New and Secondhand Vehicles","2016","2016","03","All Private Cars","01","Black","Number","45252"
"TEA26","New and Secondhand Vehicles","2016","2016","03","All Private Cars","02","Grey","Number","40685"
"TEA26","New and Secondhand Vehicles","2016","2016","03","All Private Cars","03","White","Number","30183"
"TEA26","New and Secondhand Vehicles","2016","2016","03","All Private Cars","04","Beige","Number","1520"
"TEA26","New and Secondhand Vehicles","2016","2016","03","All Private Cars","05","Brown","Number","3243"
"TEA26","New and Secondhand Vehicles","2016","2016","03","All Private Cars","06","Orange","Number","473"
"TEA26","New and Secondhand Vehicles","2016","2016","03","All Private Cars","07","Yellow","Number","277"
"TEA26","New and Secondhand Vehicles","2016","2016","03","All Private Cars","08","Green","Number","1360"
"TEA26","New and Secondhand Vehicles","2016","2016","03","All Private Cars","09","Blue","Number","26201"
"TEA26","New and Secondhand Vehicles","2016","2016","03","All Private Cars","10","Purple","Number","257"
"TEA26","New and Secondhand Vehicles","2016","2016","03","All Private Cars","11","Pink","Number","30"
"TEA26","New and Secondhand Vehicles","2016","2016","03","All Private Cars","12","Red","Number","22241"
"TEA26","New and Secondhand Vehicles","2016","2016","03","All Private Cars","13","Bronze","Number","3025"
"TEA26","New and Secondhand Vehicles","2016","2016","03","All Private Cars","14","Gold","Number","695"
"TEA26","New and Secondhand Vehicles","2016","2016","03","All Private Cars","15","Silver","Number","36573"
"TEA26","New and Secondhand Vehicles","2016","2016","03","All Private Cars","16","Navy","Number","16"
"TEA26","New and Secondhand Vehicles","2016","2016","03","All Private Cars","17","Multi-coloured","Number","38"
"TEA26","New and Secondhand Vehicles","2016","2016","03","All Private Cars","18","Other","Number","0"
"TEA26","New and Secondhand Vehicles","2016","2016","04","All Goods Vehicles","-","All colours","Number","38976"
"TEA26","New and Secondhand Vehicles","2016","2016","04","All Goods Vehicles","01","Black","Number","3846"
"TEA26","New and Secondhand Vehicles","2016","2016","04","All Goods Vehicles","02","Grey","Number","3253"
"TEA26","New and Secondhand Vehicles","2016","2016","04","All Goods Vehicles","03","White","Number","23194"
"TEA26","New and Secondhand Vehicles","2016","2016","04","All Goods Vehicles","04","Beige","Number","45"
"TEA26","New and Secondhand Vehicles","2016","2016","04","All Goods Vehicles","05","Brown","Number","291"
"TEA26","New and Secondhand Vehicles","2016","2016","04","All Goods Vehicles","06","Orange","Number","86"
"TEA26","New and Secondhand Vehicles","2016","2016","04","All Goods Vehicles","07","Yellow","Number","309"
"TEA26","New and Secondhand Vehicles","2016","2016","04","All Goods Vehicles","08","Green","Number","309"
"TEA26","New and Secondhand Vehicles","2016","2016","04","All Goods Vehicles","09","Blue","Number","2236"
"TEA26","New and Secondhand Vehicles","2016","2016","04","All Goods Vehicles","10","Purple","Number","14"
"TEA26","New and Secondhand Vehicles","2016","2016","04","All Goods Vehicles","11","Pink","Number","4"
"TEA26","New and Secondhand Vehicles","2016","2016","04","All Goods Vehicles","12","Red","Number","2035"
"TEA26","New and Secondhand Vehicles","2016","2016","04","All Goods Vehicles","13","Bronze","Number","47"
"TEA26","New and Secondhand Vehicles","2016","2016","04","All Goods Vehicles","14","Gold","Number","102"
"TEA26","New and Secondhand Vehicles","2016","2016","04","All Goods Vehicles","15","Silver","Number","3026"
"TEA26","New and Secondhand Vehicles","2016","2016","04","All Goods Vehicles","16","Navy","Number","2"
"TEA26","New and Secondhand Vehicles","2016","2016","04","All Goods Vehicles","17","Multi-coloured","Number","177"
"TEA26","New and Secondhand Vehicles","2016","2016","04","All Goods Vehicles","18","Other","Number","0"
"TEA26","New and Secondhand Vehicles","2016","2016","05","All Tractors","-","All colours","Number","3842"
"TEA26","New and Secondhand Vehicles","2016","2016","05","All Tractors","01","Black","Number","32"
"TEA26","New and Secondhand Vehicles","2016","2016","05","All Tractors","02","Grey","Number","1"
"TEA26","New and Secondhand Vehicles","2016","2016","05","All Tractors","03","White","Number","33"
"TEA26","New and Secondhand Vehicles","2016","2016","05","All Tractors","04","Beige","Number","0"
"TEA26","New and Secondhand Vehicles","2016","2016","05","All Tractors","05","Brown","Number","35"
"TEA26","New and Secondhand Vehicles","2016","2016","05","All Tractors","06","Orange","Number","84"
"TEA26","New and Secondhand Vehicles","2016","2016","05","All Tractors","07","Yellow","Number","395"
"TEA26","New and Secondhand Vehicles","2016","2016","05","All Tractors","08","Green","Number","676"
"TEA26","New and Secondhand Vehicles","2016","2016","05","All Tractors","09","Blue","Number","1128"
"TEA26","New and Secondhand Vehicles","2016","2016","05","All Tractors","10","Purple","Number","0"
"TEA26","New and Secondhand Vehicles","2016","2016","05","All Tractors","11","Pink","Number","0"
"TEA26","New and Secondhand Vehicles","2016","2016","05","All Tractors","12","Red","Number","1360"
"TEA26","New and Secondhand Vehicles","2016","2016","05","All Tractors","13","Bronze","Number","0"
"TEA26","New and Secondhand Vehicles","2016","2016","05","All Tractors","14","Gold","Number","2"
"TEA26","New and Secondhand Vehicles","2016","2016","05","All Tractors","15","Silver","Number","15"
"TEA26","New and Secondhand Vehicles","2016","2016","05","All Tractors","16","Navy","Number","0"
"TEA26","New and Secondhand Vehicles","2016","2016","05","All Tractors","17","Multi-coloured","Number","80"
"TEA26","New and Secondhand Vehicles","2016","2016","05","All Tractors","18","Other","Number","1"
"TEA26","New and Secondhand Vehicles","2016","2016","06","All Motor Cycles","-","All colours","Number","3750"
"TEA26","New and Secondhand Vehicles","2016","2016","06","All Motor Cycles","01","Black","Number","1023"
"TEA26","New and Secondhand Vehicles","2016","2016","06","All Motor Cycles","02","Grey","Number","273"
"TEA26","New and Secondhand Vehicles","2016","2016","06","All Motor Cycles","03","White","Number","445"
"TEA26","New and Secondhand Vehicles","2016","2016","06","All Motor Cycles","04","Beige","Number","12"
"TEA26","New and Secondhand Vehicles","2016","2016","06","All Motor Cycles","05","Brown","Number","38"
"TEA26","New and Secondhand Vehicles","2016","2016","06","All Motor Cycles","06","Orange","Number","89"
"TEA26","New and Secondhand Vehicles","2016","2016","06","All Motor Cycles","07","Yellow","Number","71"
"TEA26","New and Secondhand Vehicles","2016","2016","06","All Motor Cycles","08","Green","Number","138"
"TEA26","New and Secondhand Vehicles","2016","2016","06","All Motor Cycles","09","Blue","Number","480"
"TEA26","New and Secondhand Vehicles","2016","2016","06","All Motor Cycles","10","Purple","Number","14"
"TEA26","New and Secondhand Vehicles","2016","2016","06","All Motor Cycles","11","Pink","Number","1"
"TEA26","New and Secondhand Vehicles","2016","2016","06","All Motor Cycles","12","Red","Number","703"
"TEA26","New and Secondhand Vehicles","2016","2016","06","All Motor Cycles","13","Bronze","Number","18"
"TEA26","New and Secondhand Vehicles","2016","2016","06","All Motor Cycles","14","Gold","Number","9"
"TEA26","New and Secondhand Vehicles","2016","2016","06","All Motor Cycles","15","Silver","Number","266"
"TEA26","New and Secondhand Vehicles","2016","2016","06","All Motor Cycles","16","Navy","Number","0"
"TEA26","New and Secondhand Vehicles","2016","2016","06","All Motor Cycles","17","Multi-coloured","Number","170"
"TEA26","New and Secondhand Vehicles","2016","2016","06","All Motor Cycles","18","Other","Number","0"
"TEA26","New and Secondhand Vehicles","2016","2016","07","All Other Vehicles","-","All colours","Number","12259"
"TEA26","New and Secondhand Vehicles","2016","2016","07","All Other Vehicles","01","Black","Number","1602"
"TEA26","New and Secondhand Vehicles","2016","2016","07","All Other Vehicles","02","Grey","Number","1791"
"TEA26","New and Secondhand Vehicles","2016","2016","07","All Other Vehicles","03","White","Number","2791"
"TEA26","New and Secondhand Vehicles","2016","2016","07","All Other Vehicles","04","Beige","Number","129"
"TEA26","New and Secondhand Vehicles","2016","2016","07","All Other Vehicles","05","Brown","Number","197"
"TEA26","New and Secondhand Vehicles","2016","2016","07","All Other Vehicles","06","Orange","Number","59"
"TEA26","New and Secondhand Vehicles","2016","2016","07","All Other Vehicles","07","Yellow","Number","792"
"TEA26","New and Secondhand Vehicles","2016","2016","07","All Other Vehicles","08","Green","Number","323"
"TEA26","New and Secondhand Vehicles","2016","2016","07","All Other Vehicles","09","Blue","Number","1266"
"TEA26","New and Secondhand Vehicles","2016","2016","07","All Other Vehicles","10","Purple","Number","21"
"TEA26","New and Secondhand Vehicles","2016","2016","07","All Other Vehicles","11","Pink","Number","1"
"TEA26","New and Secondhand Vehicles","2016","2016","07","All Other Vehicles","12","Red","Number","1281"
"TEA26","New and Secondhand Vehicles","2016","2016","07","All Other Vehicles","13","Bronze","Number","182"
"TEA26","New and Secondhand Vehicles","2016","2016","07","All Other Vehicles","14","Gold","Number","76"
"TEA26","New and Secondhand Vehicles","2016","2016","07","All Other Vehicles","15","Silver","Number","1483"
"TEA26","New and Secondhand Vehicles","2016","2016","07","All Other Vehicles","16","Navy","Number","2"
"TEA26","New and Secondhand Vehicles","2016","2016","07","All Other Vehicles","17","Multi-coloured","Number","261"
"TEA26","New and Secondhand Vehicles","2016","2016","07","All Other Vehicles","18","Other","Number","2"
"TEA26","New and Secondhand Vehicles","2017","2017","011","New Private Cars","-","All colours","Number","127045"
"TEA26","New and Secondhand Vehicles","2017","2017","011","New Private Cars","01","Black","Number","24262"
"TEA26","New and Secondhand Vehicles","2017","2017","011","New Private Cars","02","Grey","Number","47280"
"TEA26","New and Secondhand Vehicles","2017","2017","011","New Private Cars","03","White","Number","19443"
"TEA26","New and Secondhand Vehicles","2017","2017","011","New Private Cars","04","Beige","Number","51"
"TEA26","New and Secondhand Vehicles","2017","2017","011","New Private Cars","05","Brown","Number","3219"
"TEA26","New and Secondhand Vehicles","2017","2017","011","New Private Cars","06","Orange","Number","215"
"TEA26","New and Secondhand Vehicles","2017","2017","011","New Private Cars","07","Yellow","Number","957"
"TEA26","New and Secondhand Vehicles","2017","2017","011","New Private Cars","08","Green","Number","777"
"TEA26","New and Secondhand Vehicles","2017","2017","011","New Private Cars","09","Blue","Number","15815"
"TEA26","New and Secondhand Vehicles","2017","2017","011","New Private Cars","10","Purple","Number","191"
"TEA26","New and Secondhand Vehicles","2017","2017","011","New Private Cars","11","Pink","Number","0"
"TEA26","New and Secondhand Vehicles","2017","2017","011","New Private Cars","12","Red","Number","14554"
"TEA26","New and Secondhand Vehicles","2017","2017","011","New Private Cars","13","Bronze","Number","15"
"TEA26","New and Secondhand Vehicles","2017","2017","011","New Private Cars","14","Gold","Number","7"
"TEA26","New and Secondhand Vehicles","2017","2017","011","New Private Cars","15","Silver","Number","257"
"TEA26","New and Secondhand Vehicles","2017","2017","011","New Private Cars","16","Navy","Number","1"
"TEA26","New and Secondhand Vehicles","2017","2017","011","New Private Cars","17","Multi-coloured","Number","1"
"TEA26","New and Secondhand Vehicles","2017","2017","011","New Private Cars","18","Other","Number","0"
"TEA26","New and Secondhand Vehicles","2017","2017","012","New Goods Vehicles","-","All colours","Number","24101"
"TEA26","New and Secondhand Vehicles","2017","2017","012","New Goods Vehicles","01","Black","Number","2270"
"TEA26","New and Secondhand Vehicles","2017","2017","012","New Goods Vehicles","02","Grey","Number","4150"
"TEA26","New and Secondhand Vehicles","2017","2017","012","New Goods Vehicles","03","White","Number","14424"
"TEA26","New and Secondhand Vehicles","2017","2017","012","New Goods Vehicles","04","Beige","Number","22"
"TEA26","New and Secondhand Vehicles","2017","2017","012","New Goods Vehicles","05","Brown","Number","272"
"TEA26","New and Secondhand Vehicles","2017","2017","012","New Goods Vehicles","06","Orange","Number","67"
"TEA26","New and Secondhand Vehicles","2017","2017","012","New Goods Vehicles","07","Yellow","Number","169"
"TEA26","New and Secondhand Vehicles","2017","2017","012","New Goods Vehicles","08","Green","Number","97"
"TEA26","New and Secondhand Vehicles","2017","2017","012","New Goods Vehicles","09","Blue","Number","1248"
"TEA26","New and Secondhand Vehicles","2017","2017","012","New Goods Vehicles","10","Purple","Number","17"
"TEA26","New and Secondhand Vehicles","2017","2017","012","New Goods Vehicles","11","Pink","Number","0"
"TEA26","New and Secondhand Vehicles","2017","2017","012","New Goods Vehicles","12","Red","Number","1284"
"TEA26","New and Secondhand Vehicles","2017","2017","012","New Goods Vehicles","13","Bronze","Number","0"
"TEA26","New and Secondhand Vehicles","2017","2017","012","New Goods Vehicles","14","Gold","Number","3"
"TEA26","New and Secondhand Vehicles","2017","2017","012","New Goods Vehicles","15","Silver","Number","78"
"TEA26","New and Secondhand Vehicles","2017","2017","012","New Goods Vehicles","16","Navy","Number","0"
"TEA26","New and Secondhand Vehicles","2017","2017","012","New Goods Vehicles","17","Multi-coloured","Number","0"
"TEA26","New and Secondhand Vehicles","2017","2017","012","New Goods Vehicles","18","Other","Number","0"
"TEA26","New and Secondhand Vehicles","2017","2017","013","New Tractors","-","All colours","Number","1810"
"TEA26","New and Secondhand Vehicles","2017","2017","013","New Tractors","01","Black","Number","23"
"TEA26","New and Secondhand Vehicles","2017","2017","013","New Tractors","02","Grey","Number","7"
"TEA26","New and Secondhand Vehicles","2017","2017","013","New Tractors","03","White","Number","9"
"TEA26","New and Secondhand Vehicles","2017","2017","013","New Tractors","04","Beige","Number","1"
"TEA26","New and Secondhand Vehicles","2017","2017","013","New Tractors","05","Brown","Number","1"
"TEA26","New and Secondhand Vehicles","2017","2017","013","New Tractors","06","Orange","Number","52"
"TEA26","New and Secondhand Vehicles","2017","2017","013","New Tractors","07","Yellow","Number","32"
"TEA26","New and Secondhand Vehicles","2017","2017","013","New Tractors","08","Green","Number","599"
"TEA26","New and Secondhand Vehicles","2017","2017","013","New Tractors","09","Blue","Number","382"
"TEA26","New and Secondhand Vehicles","2017","2017","013","New Tractors","10","Purple","Number","0"
"TEA26","New and Secondhand Vehicles","2017","2017","013","New Tractors","11","Pink","Number","0"
"TEA26","New and Secondhand Vehicles","2017","2017","013","New Tractors","12","Red","Number","692"
"TEA26","New and Secondhand Vehicles","2017","2017","013","New Tractors","13","Bronze","Number","1"
"TEA26","New and Secondhand Vehicles","2017","2017","013","New Tractors","14","Gold","Number","0"
"TEA26","New and Secondhand Vehicles","2017","2017","013","New Tractors","15","Silver","Number","3"
"TEA26","New and Secondhand Vehicles","2017","2017","013","New Tractors","16","Navy","Number","0"
"TEA26","New and Secondhand Vehicles","2017","2017","013","New Tractors","17","Multi-coloured","Number","7"
"TEA26","New and Secondhand Vehicles","2017","2017","013","New Tractors","18","Other","Number","1"
"TEA26","New and Secondhand Vehicles","2017","2017","014","New Motor Cycles","-","All colours","Number","1431"
"TEA26","New and Secondhand Vehicles","2017","2017","014","New Motor Cycles","01","Black","Number","457"
"TEA26","New and Secondhand Vehicles","2017","2017","014","New Motor Cycles","02","Grey","Number","149"
"TEA26","New and Secondhand Vehicles","2017","2017","014","New Motor Cycles","03","White","Number","229"
"TEA26","New and Secondhand Vehicles","2017","2017","014","New Motor Cycles","04","Beige","Number","3"
"TEA26","New and Secondhand Vehicles","2017","2017","014","New Motor Cycles","05","Brown","Number","21"
"TEA26","New and Secondhand Vehicles","2017","2017","014","New Motor Cycles","06","Orange","Number","28"
"TEA26","New and Secondhand Vehicles","2017","2017","014","New Motor Cycles","07","Yellow","Number","16"
"TEA26","New and Secondhand Vehicles","2017","2017","014","New Motor Cycles","08","Green","Number","43"
"TEA26","New and Secondhand Vehicles","2017","2017","014","New Motor Cycles","09","Blue","Number","143"
"TEA26","New and Secondhand Vehicles","2017","2017","014","New Motor Cycles","10","Purple","Number","2"
"TEA26","New and Secondhand Vehicles","2017","2017","014","New Motor Cycles","11","Pink","Number","0"
"TEA26","New and Secondhand Vehicles","2017","2017","014","New Motor Cycles","12","Red","Number","250"
"TEA26","New and Secondhand Vehicles","2017","2017","014","New Motor Cycles","13","Bronze","Number","4"
"TEA26","New and Secondhand Vehicles","2017","2017","014","New Motor Cycles","14","Gold","Number","1"
"TEA26","New and Secondhand Vehicles","2017","2017","014","New Motor Cycles","15","Silver","Number","65"
"TEA26","New and Secondhand Vehicles","2017","2017","014","New Motor Cycles","16","Navy","Number","0"
"TEA26","New and Secondhand Vehicles","2017","2017","014","New Motor Cycles","17","Multi-coloured","Number","20"
"TEA26","New and Secondhand Vehicles","2017","2017","014","New Motor Cycles","18","Other","Number","0"
"TEA26","New and Secondhand Vehicles","2017","2017","01606","New Other Vehicles","-","All colours","Number","7453"
"TEA26","New and Secondhand Vehicles","2017","2017","01606","New Other Vehicles","01","Black","Number","1040"
"TEA26","New and Secondhand Vehicles","2017","2017","01606","New Other Vehicles","02","Grey","Number","2418"
"TEA26","New and Secondhand Vehicles","2017","2017","01606","New Other Vehicles","03","White","Number","1497"
"TEA26","New and Secondhand Vehicles","2017","2017","01606","New Other Vehicles","04","Beige","Number","4"
"TEA26","New and Secondhand Vehicles","2017","2017","01606","New Other Vehicles","05","Brown","Number","231"
"TEA26","New and Secondhand Vehicles","2017","2017","01606","New Other Vehicles","06","Orange","Number","27"
"TEA26","New and Secondhand Vehicles","2017","2017","01606","New Other Vehicles","07","Yellow","Number","488"
"TEA26","New and Secondhand Vehicles","2017","2017","01606","New Other Vehicles","08","Green","Number","84"
"TEA26","New and Secondhand Vehicles","2017","2017","01606","New Other Vehicles","09","Blue","Number","728"
"TEA26","New and Secondhand Vehicles","2017","2017","01606","New Other Vehicles","10","Purple","Number","20"
"TEA26","New and Secondhand Vehicles","2017","2017","01606","New Other Vehicles","11","Pink","Number","0"
"TEA26","New and Secondhand Vehicles","2017","2017","01606","New Other Vehicles","12","Red","Number","777"
"TEA26","New and Secondhand Vehicles","2017","2017","01606","New Other Vehicles","13","Bronze","Number","0"
"TEA26","New and Secondhand Vehicles","2017","2017","01606","New Other Vehicles","14","Gold","Number","4"
"TEA26","New and Secondhand Vehicles","2017","2017","01606","New Other Vehicles","15","Silver","Number","30"
"TEA26","New and Secondhand Vehicles","2017","2017","01606","New Other Vehicles","16","Navy","Number","0"
"TEA26","New and Secondhand Vehicles","2017","2017","01606","New Other Vehicles","17","Multi-coloured","Number","105"
"TEA26","New and Secondhand Vehicles","2017","2017","01606","New Other Vehicles","18","Other","Number","0"
"TEA26","New and Secondhand Vehicles","2017","2017","021","Secondhand Private Cars","-","All colours","Number","92508"
"TEA26","New and Secondhand Vehicles","2017","2017","021","Secondhand Private Cars","01","Black","Number","23456"
"TEA26","New and Secondhand Vehicles","2017","2017","021","Secondhand Private Cars","02","Grey","Number","14971"
"TEA26","New and Secondhand Vehicles","2017","2017","021","Secondhand Private Cars","03","White","Number","14374"
"TEA26","New and Secondhand Vehicles","2017","2017","021","Secondhand Private Cars","04","Beige","Number","445"
"TEA26","New and Secondhand Vehicles","2017","2017","021","Secondhand Private Cars","05","Brown","Number","911"
"TEA26","New and Secondhand Vehicles","2017","2017","021","Secondhand Private Cars","06","Orange","Number","150"
"TEA26","New and Secondhand Vehicles","2017","2017","021","Secondhand Private Cars","07","Yellow","Number","93"
"TEA26","New and Secondhand Vehicles","2017","2017","021","Secondhand Private Cars","08","Green","Number","517"
"TEA26","New and Secondhand Vehicles","2017","2017","021","Secondhand Private Cars","09","Blue","Number","12494"
"TEA26","New and Secondhand Vehicles","2017","2017","021","Secondhand Private Cars","10","Purple","Number","173"
"TEA26","New and Secondhand Vehicles","2017","2017","021","Secondhand Private Cars","11","Pink","Number","20"
"TEA26","New and Secondhand Vehicles","2017","2017","021","Secondhand Private Cars","12","Red","Number","7478"
"TEA26","New and Secondhand Vehicles","2017","2017","021","Secondhand Private Cars","13","Bronze","Number","293"
"TEA26","New and Secondhand Vehicles","2017","2017","021","Secondhand Private Cars","14","Gold","Number","126"
"TEA26","New and Secondhand Vehicles","2017","2017","021","Secondhand Private Cars","15","Silver","Number","16915"
"TEA26","New and Secondhand Vehicles","2017","2017","021","Secondhand Private Cars","16","Navy","Number","17"
"TEA26","New and Secondhand Vehicles","2017","2017","021","Secondhand Private Cars","17","Multi-coloured","Number","75"
